Orthogroup,Tracheophyte,Bryophyte,Streptophyte_algae,Chlorophyte_algae,Cyanobacteria
OG0010369,0,1,0,0,0
OG0010370,1,1,1,0,0
OG0010371,1,1,1,1,0
OG0010372,1,1,1,0,0
OG0010373,0,1,0,0,0
OG0010374,1,1,1,1,0
OG0010375,1,1,1,1,0
OG0010376,1,1,1,0,0
OG0010377,1,1,0,0,0
OG0010378,1,1,1,1,0
OG0010379,1,1,1,0,0
OG0010380,0,1,0,0,0
OG0010381,1,1,0,0,0
OG0010382,1,1,0,1,0
OG0010383,1,0,0,0,0
OG0010384,1,0,0,0,0
OG0010385,1,0,0,0,0
OG0010386,1,0,0,0,0
OG0010387,1,0,0,0,0
OG0010388,1,0,0,0,0
OG0010389,1,0,0,0,0
OG0010390,1,0,0,0,0
OG0010391,1,1,1,0,0
OG0010392,1,0,0,0,0
OG0010393,1,0,0,0,0
OG0010394,1,0,0,0,0
OG0010395,1,0,0,0,0
OG0010396,1,0,0,0,0
OG0010397,1,1,0,0,0
OG0010398,1,0,0,0,0
OG0010399,1,0,0,0,0
OG0010400,1,0,0,0,0
OG0010401,1,0,0,0,0
OG0010402,1,0,0,0,0
OG0010403,1,0,0,0,0
OG0010404,1,0,0,0,0
OG0010405,1,0,0,0,0
OG0010406,1,0,0,0,0
OG0010407,1,0,0,0,0
OG0010408,1,1,1,1,0
OG0010409,1,1,1,0,0
OG0010410,1,0,0,0,0
OG0010411,1,0,0,0,0
OG0010412,1,1,1,1,0
OG0010413,1,0,1,0,0
OG0010414,1,0,1,0,0
OG0010415,1,0,0,0,0
OG0010416,1,0,0,1,1
OG0010417,1,1,1,1,1
OG0010418,1,0,1,1,1
OG0010419,1,0,0,0,1
OG0010420,1,0,1,0,1
OG0010421,1,0,0,0,0
OG0010422,1,0,0,0,0
OG0010423,1,1,1,0,1
OG0010424,1,0,1,1,0
OG0010425,1,0,0,0,0
OG0010426,1,0,0,0,0
OG0010427,1,0,0,0,0
OG0010428,1,0,0,0,0
OG0010429,1,0,0,0,0
OG0010430,1,0,0,0,0
OG0010431,1,0,0,0,0
OG0010432,1,0,0,0,0
OG0010433,1,0,1,0,0
OG0010434,1,1,1,0,0
OG0010435,1,0,0,0,0
OG0010436,1,0,0,0,0
OG0010437,1,0,0,0,0
OG0010438,1,0,0,0,0
OG0010439,1,0,0,0,0
OG0010440,1,0,0,0,0
OG0010441,0,0,1,0,0
OG0010442,0,1,1,1,0
OG0010443,0,0,1,0,0
OG0010444,0,0,1,0,0
OG0010445,0,0,1,0,0
OG0010446,0,1,1,0,0
OG0010447,0,0,1,1,0
OG0010448,0,0,1,0,0
OG0010449,0,1,1,1,0
OG0010450,0,0,1,0,0
OG0010451,1,0,1,1,0
OG0010452,0,0,1,0,0
OG0010453,0,1,1,0,0
OG0010454,0,1,1,1,0
OG0010455,1,0,1,1,0
OG0010456,0,0,1,1,0
OG0010457,0,0,1,1,0
OG0010458,0,0,1,0,0
OG0010459,0,0,1,1,0
OG0010460,0,1,1,0,0
OG0010461,0,0,1,1,1
OG0010462,0,0,0,1,0
OG0010463,0,0,0,1,0
OG0010464,0,0,1,1,0
OG0010465,0,0,1,1,0
OG0010466,0,0,1,1,0
OG0010467,0,0,0,1,0
OG0010468,0,0,1,1,0
OG0010469,0,0,1,1,0
OG0010470,0,0,1,1,0
OG0010471,0,1,1,1,0
OG0010472,1,1,1,1,1
OG0010473,0,0,1,1,0
OG0010474,0,0,1,1,0
OG0010475,0,0,0,1,0
OG0010476,0,0,0,1,0
OG0010477,0,0,0,1,1
OG0010478,0,0,0,0,1
OG0010479,1,0,0,0,0
OG0010480,1,0,0,0,0
OG0010481,1,0,0,0,0
OG0010482,1,0,0,0,0
OG0010483,1,0,0,0,0
OG0010484,1,1,0,0,0
OG0010485,1,0,0,0,0
OG0010486,1,1,0,0,0
OG0010487,1,0,1,0,0
OG0010488,1,0,0,0,0
OG0010489,1,0,0,0,0
OG0010490,0,0,1,0,0
OG0010491,0,0,1,0,0
OG0010492,1,1,1,0,0
OG0010493,0,0,1,0,0
OG0010494,0,1,1,0,0
OG0010495,1,0,0,0,0
OG0010496,1,0,0,0,0
OG0010497,1,0,0,0,0
OG0010498,1,0,0,0,0
OG0010499,0,1,0,0,0
OG0010500,0,1,0,0,0
OG0010501,0,1,0,0,0
OG0010502,0,1,0,0,0
OG0010503,0,1,0,0,0
OG0010504,1,0,0,0,0
OG0010505,1,0,0,0,0
OG0010506,1,0,0,0,0
OG0010507,1,0,0,0,0
OG0010508,1,0,0,0,0
OG0010509,1,0,0,0,0
OG0010510,1,0,0,0,0
OG0010511,1,0,0,0,1
OG0010512,1,0,0,0,0
OG0010513,0,1,1,0,0
OG0010514,0,1,0,0,0
OG0010515,0,1,1,0,0
OG0010516,1,1,1,1,0
OG0010517,0,0,0,0,1
OG0010518,1,0,0,0,0
OG0010519,1,0,0,0,0
OG0010520,1,0,0,0,0
OG0010521,1,0,0,0,0
OG0010522,0,0,1,0,0
OG0010523,0,0,1,0,0
OG0010524,0,0,1,0,0
OG0010525,0,0,1,0,0
OG0010526,0,0,1,0,0
OG0010527,0,0,1,0,0
OG0010528,0,0,1,0,0
OG0010529,0,0,1,0,0
OG0010530,0,0,1,0,0
OG0010531,0,0,1,0,0
OG0010532,0,0,1,0,0
OG0010533,0,1,0,0,0
OG0010534,0,1,0,0,0
OG0010535,1,1,0,0,0
OG0010536,1,1,0,0,0
OG0010537,0,1,0,0,0
OG0010538,1,0,0,0,0
OG0010539,1,0,0,0,0
OG0010540,1,0,0,0,0
OG0010541,1,0,0,0,0
OG0010542,1,0,0,0,0
OG0010543,1,0,0,0,0
OG0010544,1,0,0,0,0
OG0010545,1,0,0,0,0
OG0010546,1,0,0,0,0
OG0010547,1,0,0,0,0
OG0010548,1,0,0,0,0
OG0010549,1,0,0,0,0
OG0010550,1,0,0,0,0
OG0010551,1,0,0,0,0
OG0010552,1,0,0,0,0
OG0010553,1,0,0,0,0
OG0010554,1,0,0,0,0
OG0010555,1,0,0,0,0
OG0010556,1,0,0,0,0
OG0010557,1,0,0,0,0
OG0010558,1,0,0,0,0
OG0010559,1,0,0,0,0
OG0010560,1,0,0,0,0
OG0010561,1,0,0,0,0
OG0010562,1,0,0,0,0
OG0010563,1,0,0,0,0
OG0010564,0,1,0,0,0
OG0010565,0,1,0,0,0
OG0010566,0,1,0,0,0
OG0010567,0,1,0,0,0
OG0010568,1,0,0,0,0
OG0010569,1,0,0,0,0
OG0010570,0,0,1,0,0
OG0010571,0,0,1,0,0
OG0010572,0,0,0,1,0
OG0010573,0,0,0,1,0
OG0010574,1,0,0,0,0
OG0010575,1,0,0,0,0
OG0010576,1,0,0,0,0
OG0010577,1,0,0,0,0
OG0010578,1,0,0,0,0
OG0010579,1,1,0,0,0
OG0010580,1,0,1,0,0
OG0010581,1,0,0,0,0
OG0010582,1,0,0,0,0
OG0010583,1,1,1,0,0
OG0010584,1,0,0,0,0
OG0010585,1,0,0,0,0
OG0010586,1,0,0,0,0
OG0010587,1,1,0,0,0
OG0010588,1,0,0,0,0
OG0010589,1,0,0,0,0
OG0010590,1,1,1,1,0
OG0010591,1,0,0,0,0
OG0010592,1,0,0,0,0
OG0010593,1,1,1,0,0
OG0010594,1,0,0,0,0
OG0010595,1,0,0,0,0
OG0010596,1,0,1,0,0
OG0010597,1,1,1,0,0
OG0010598,1,0,0,0,0
OG0010599,1,0,0,0,0
OG0010600,1,0,0,0,0
OG0010601,1,0,0,0,0
OG0010602,1,0,0,0,0
OG0010603,1,1,0,0,0
OG0010604,1,1,0,0,0
OG0010605,1,0,0,0,0
OG0010606,1,1,0,0,0
OG0010607,1,0,0,0,0
OG0010608,1,1,1,0,0
OG0010609,1,0,0,0,0
OG0010610,1,0,0,0,0
OG0010611,1,0,0,0,0
OG0010612,1,0,0,0,0
OG0010613,1,0,0,0,0
OG0010614,1,0,0,0,0
OG0010615,1,0,0,0,0
OG0010616,1,1,1,0,0
OG0010617,1,0,0,0,0
OG0010618,1,0,0,0,0
OG0010619,1,0,0,0,0
OG0010620,1,0,0,0,0
OG0010621,1,0,0,0,0
OG0010622,1,0,0,0,0
OG0010623,1,0,0,0,0
OG0010624,1,0,0,0,0
OG0010625,1,0,0,0,0
OG0010626,1,0,0,0,0
OG0010627,1,0,0,0,0
OG0010628,1,0,0,0,0
OG0010629,1,1,0,0,0
OG0010630,1,0,0,0,0
OG0010631,1,0,0,0,0
OG0010632,1,0,0,0,0
OG0010633,1,1,0,0,0
OG0010634,1,0,0,0,0
OG0010635,1,0,0,0,0
OG0010636,1,0,0,0,0
OG0010637,1,0,1,1,0
OG0010638,1,0,0,0,0
OG0010639,1,0,0,0,0
OG0010640,1,0,0,0,0
OG0010641,1,0,0,0,0
OG0010642,1,0,0,0,0
OG0010643,1,0,0,0,0
OG0010644,1,0,0,0,0
OG0010645,1,0,0,0,0
OG0010646,1,1,0,0,0
OG0010647,0,1,0,0,0
OG0010648,0,1,1,1,0
OG0010649,0,1,0,0,0
OG0010650,0,1,0,1,0
OG0010651,0,1,0,0,0
OG0010652,1,1,1,0,0
OG0010653,0,1,0,0,0
OG0010654,1,1,0,1,0
OG0010655,0,1,0,0,0
OG0010656,0,1,0,0,0
OG0010657,0,1,0,0,0
OG0010658,0,1,1,0,0
OG0010659,0,1,0,0,0
OG0010660,1,1,1,0,0
OG0010661,0,1,1,1,0
OG0010662,1,1,1,0,0
OG0010663,1,1,1,1,0
OG0010664,1,1,0,0,0
OG0010665,1,1,1,1,0
OG0010666,1,1,0,0,0
OG0010667,1,1,1,1,0
OG0010668,1,1,0,0,0
OG0010669,1,1,1,0,0
OG0010670,1,1,1,1,0
OG0010671,1,1,1,1,0
OG0010672,1,1,1,0,0
OG0010673,1,1,1,1,1
OG0010674,1,1,0,0,0
OG0010675,1,1,0,0,0
OG0010676,1,1,1,1,0
OG0010677,1,1,1,1,0
OG0010678,1,1,1,0,0
OG0010679,0,1,1,1,0
OG0010680,0,1,0,0,0
OG0010681,1,1,0,0,0
OG0010682,1,1,1,1,0
OG0010683,1,1,1,0,0
OG0010684,1,1,1,1,0
OG0010685,1,1,1,1,0
OG0010686,0,1,0,0,0
OG0010687,1,1,1,1,0
OG0010688,0,1,0,0,0
OG0010689,0,1,0,0,0
OG0010690,1,1,1,1,0
OG0010691,1,1,1,0,0
OG0010692,1,1,1,1,0
OG0010693,0,1,1,1,0
OG0010694,1,1,1,0,0
OG0010695,1,1,1,0,0
OG0010696,1,1,1,1,0
OG0010697,0,1,0,0,0
OG0010698,0,1,1,1,0
OG0010699,0,1,1,1,0
OG0010700,1,1,1,1,0
OG0010701,1,1,1,1,0
OG0010702,1,1,1,0,1
OG0010703,1,1,1,0,0
OG0010704,1,1,1,0,0
OG0010705,0,1,0,0,0
OG0010706,1,1,1,1,0
OG0010707,0,1,0,0,0
OG0010708,1,1,1,1,0
OG0010709,1,1,1,1,0
OG0010710,1,1,1,1,0
OG0010711,1,0,0,0,0
OG0010712,1,1,1,1,0
OG0010713,1,0,0,0,0
OG0010714,1,1,0,0,0
OG0010715,1,0,0,0,0
OG0010716,1,0,0,0,0
OG0010717,1,0,0,0,0
OG0010718,1,0,0,0,0
OG0010719,1,0,0,0,0
OG0010720,1,0,0,0,0
OG0010721,1,0,0,0,0
OG0010722,1,0,0,0,0
OG0010723,1,0,0,0,0
OG0010724,1,0,0,0,0
OG0010725,1,0,0,0,0
OG0010726,1,0,0,0,0
OG0010727,1,0,0,0,0
OG0010728,1,0,0,0,0
OG0010729,1,0,0,0,0
OG0010730,1,0,0,0,0
OG0010731,1,0,0,0,0
OG0010732,1,0,0,0,0
OG0010733,1,0,0,0,0
OG0010734,1,0,0,0,0
OG0010735,1,0,0,0,0
OG0010736,1,0,0,0,0
OG0010737,1,0,0,0,0
OG0010738,1,0,0,0,0
OG0010739,1,0,0,0,0
OG0010740,1,1,1,1,0
OG0010741,1,0,0,0,0
OG0010742,1,1,0,0,0
OG0010743,1,1,1,1,0
OG0010744,1,0,0,0,0
OG0010745,1,0,0,0,0
OG0010746,1,1,1,1,0
OG0010747,1,0,0,0,0
OG0010748,1,1,1,1,0
OG0010749,1,0,0,0,0
OG0010750,1,1,1,1,0
OG0010751,1,1,1,1,0
OG0010752,1,0,0,0,0
OG0010753,1,0,0,0,0
OG0010754,1,0,0,0,0
OG0010755,1,0,0,0,1
OG0010756,1,0,0,0,1
OG0010757,1,1,1,0,1
OG0010758,1,1,1,1,1
OG0010759,1,0,0,0,0
OG0010760,1,0,0,0,0
OG0010761,1,0,0,0,1
OG0010762,1,0,0,0,0
OG0010763,1,0,0,0,0
OG0010764,1,0,0,0,0
OG0010765,1,0,0,0,0
OG0010766,1,0,0,0,0
OG0010767,1,0,0,0,0
OG0010768,1,0,0,0,0
OG0010769,1,0,0,0,0
OG0010770,1,0,0,0,0
OG0010771,1,0,0,0,0
OG0010772,1,0,0,0,0
OG0010773,1,0,0,0,0
OG0010774,1,0,0,0,0
OG0010775,1,0,0,0,0
OG0010776,1,0,0,0,0
OG0010777,1,0,0,0,0
OG0010778,1,0,0,0,0
OG0010779,1,0,0,0,0
OG0010780,1,1,0,0,0
OG0010781,1,0,0,0,0
OG0010782,1,0,0,0,0
OG0010783,1,0,0,0,0
OG0010784,1,0,0,0,0
OG0010785,1,0,0,0,0
OG0010786,1,0,0,0,0
OG0010787,1,0,0,0,0
OG0010788,0,0,1,0,0
OG0010789,0,0,1,0,0
OG0010790,0,0,1,0,0
OG0010791,0,0,1,0,0
OG0010792,0,0,1,0,0
OG0010793,0,0,1,0,0
OG0010794,0,0,1,0,0
OG0010795,0,1,1,1,0
OG0010796,0,1,1,1,0
OG0010797,0,0,1,1,1
OG0010798,0,0,1,0,0
OG0010799,0,1,1,0,0
OG0010800,1,0,1,0,0
OG0010801,0,1,1,1,0
OG0010802,0,1,1,0,0
OG0010803,0,0,0,1,0
OG0010804,0,0,1,1,0
OG0010805,0,0,0,1,0
OG0010806,0,1,1,1,1
OG0010807,1,1,1,1,0
OG0010808,0,0,0,1,0
OG0010809,0,0,0,1,0
OG0010810,0,0,0,1,0
OG0010811,0,0,0,1,0
OG0010812,0,1,1,1,0
OG0010813,0,1,1,1,1
OG0010814,0,0,1,1,0
OG0010815,0,0,0,1,1
OG0010816,0,1,1,1,0
OG0010817,0,0,1,1,0
OG0010818,0,0,1,1,0
OG0010819,0,1,1,0,0
OG0010820,0,0,0,0,1
OG0010821,0,0,0,0,1
OG0010822,0,0,0,0,1
OG0010823,0,0,0,0,1
OG0010824,1,0,0,0,0
OG0010825,1,0,0,0,0
OG0010826,1,0,0,0,0
OG0010827,1,0,1,0,0
OG0010828,1,0,0,0,0
OG0010829,1,0,0,0,0
OG0010830,1,1,1,0,0
OG0010831,1,1,0,0,0
OG0010832,1,0,0,0,0
OG0010833,1,0,0,0,0
OG0010834,1,1,0,0,0
OG0010835,1,0,1,0,0
OG0010836,0,1,1,0,0
OG0010837,0,0,1,0,0
OG0010838,0,0,1,0,0
OG0010839,0,0,1,0,1
OG0010840,1,0,0,0,0
OG0010841,1,0,0,0,0
OG0010842,1,0,0,0,0
OG0010843,1,0,0,0,0
OG0010844,1,0,0,0,0
OG0010845,1,0,0,0,0
OG0010846,1,0,0,0,0
OG0010847,1,0,0,0,0
OG0010848,1,0,0,0,0
OG0010849,0,1,0,0,0
OG0010850,0,1,0,0,0
OG0010851,0,1,0,0,0
OG0010852,1,0,0,0,0
OG0010853,1,0,0,0,0
OG0010854,1,0,0,0,0
OG0010855,1,0,0,0,0
OG0010856,1,0,0,0,0
OG0010857,1,0,0,0,0
OG0010858,1,0,0,0,0
OG0010859,1,0,0,0,0
OG0010860,1,0,0,0,0
OG0010861,1,0,0,0,0
OG0010862,1,0,0,0,0
OG0010863,1,0,1,0,0
OG0010864,0,0,1,1,0
OG0010865,0,1,1,0,0
OG0010866,1,1,0,0,0
OG0010867,0,1,1,0,0
OG0010868,0,0,0,1,0
OG0010869,1,0,0,0,0
OG0010870,1,0,0,0,0
OG0010871,1,0,0,0,0
OG0010872,1,1,0,0,0
OG0010873,0,0,1,0,0
OG0010874,0,0,1,0,0
OG0010875,0,0,1,0,0
OG0010876,0,0,1,0,0
OG0010877,0,0,1,0,0
OG0010878,0,0,1,0,0
OG0010879,0,0,1,0,0
OG0010880,0,0,1,0,0
OG0010881,0,1,0,0,0
OG0010882,0,1,0,0,0
OG0010883,0,1,0,0,0
OG0010884,0,1,0,0,0
OG0010885,0,1,0,0,0
OG0010886,0,1,0,0,0
OG0010887,1,0,0,0,0
OG0010888,1,0,0,0,0
OG0010889,1,0,0,0,0
OG0010890,1,0,0,0,0
OG0010891,1,0,0,0,0
OG0010892,1,0,0,0,0
OG0010893,1,0,0,0,0
OG0010894,1,0,0,0,0
OG0010895,1,0,0,0,0
OG0010896,1,0,0,0,0
OG0010897,1,0,0,0,0
OG0010898,1,0,0,0,0
OG0010899,1,0,0,0,0
OG0010900,1,0,0,0,0
OG0010901,1,0,0,0,0
OG0010902,1,0,0,0,0
OG0010903,1,0,0,0,0
OG0010904,1,0,0,0,0
OG0010905,1,0,0,0,0
OG0010906,1,0,0,0,0
OG0010907,1,0,0,0,0
OG0010908,1,0,0,0,0
OG0010909,1,0,0,0,0
OG0010910,1,0,0,0,0
OG0010911,0,1,0,0,0
OG0010912,0,1,0,0,0
OG0010913,0,1,0,0,0
OG0010914,0,1,0,0,0
OG0010915,0,1,0,0,0
OG0010916,0,1,0,0,0
OG0010917,0,1,0,0,0
OG0010918,0,1,0,0,0
OG0010919,0,1,0,0,0
OG0010920,0,1,0,1,0
OG0010921,0,0,1,0,0
OG0010922,0,0,0,1,0
OG0010923,0,0,0,1,0
OG0010924,1,0,0,0,0
OG0010925,1,0,0,0,0
OG0010926,1,1,0,0,0
OG0010927,1,0,0,0,0
OG0010928,1,0,0,0,0
OG0010929,1,0,0,0,0
OG0010930,1,0,0,0,0
OG0010931,1,0,0,0,0
OG0010932,1,0,0,0,0
OG0010933,1,0,0,0,0
OG0010934,1,0,0,0,0
OG0010935,1,0,0,0,0
OG0010936,1,1,0,1,0
OG0010937,1,1,1,0,0
OG0010938,1,0,0,0,0
OG0010939,1,0,0,0,0
OG0010940,1,0,0,0,0
OG0010941,1,0,1,0,0
OG0010942,1,0,0,0,0
OG0010943,1,0,0,0,0
OG0010944,1,0,0,0,0
OG0010945,1,0,0,0,0
OG0010946,1,1,1,0,0
OG0010947,1,0,0,0,0
OG0010948,1,0,0,0,0
OG0010949,1,0,0,0,0
OG0010950,1,0,0,0,0
OG0010951,1,0,0,0,0
OG0010952,1,0,0,0,0
OG0010953,1,1,1,0,0
OG0010954,1,0,0,0,0
OG0010955,1,0,0,0,0
OG0010956,1,1,1,0,0
OG0010957,1,0,0,0,0
OG0010958,1,0,0,0,0
OG0010959,1,0,0,0,0
OG0010960,1,0,0,0,0
OG0010961,1,0,0,0,0
OG0010962,1,0,0,0,0
OG0010963,1,0,0,0,0
OG0010964,1,0,0,0,0
OG0010965,1,0,0,0,0
OG0010966,1,1,0,0,0
OG0010967,1,0,0,0,0
OG0010968,1,1,1,1,0
OG0010969,1,0,0,0,0
OG0010970,1,0,0,0,0
OG0010971,1,1,1,1,0
OG0010972,1,1,0,0,0
OG0010973,1,0,0,0,0
OG0010974,1,0,0,0,0
OG0010975,1,1,1,0,0
OG0010976,1,0,0,0,0
OG0010977,1,0,0,0,0
OG0010978,1,0,0,0,0
OG0010979,1,0,0,0,0
OG0010980,1,1,0,0,0
OG0010981,1,0,0,0,0
OG0010982,1,1,1,1,0
OG0010983,1,0,0,0,0
OG0010984,1,0,0,0,0
OG0010985,1,0,0,0,0
OG0010986,1,0,0,0,0
OG0010987,1,0,0,0,0
OG0010988,1,0,0,0,0
OG0010989,1,0,0,0,0
OG0010990,1,0,0,0,0
OG0010991,1,0,0,0,0
OG0010992,1,1,0,0,0
OG0010993,1,0,0,0,0
OG0010994,1,1,1,1,0
OG0010995,1,0,0,0,0
OG0010996,1,0,0,0,0
OG0010997,1,0,0,0,0
OG0010998,1,0,0,0,0
OG0010999,1,1,0,0,0
OG0011000,1,0,0,0,0
OG0011001,0,1,1,0,0
OG0011002,0,1,0,0,0
OG0011003,0,1,0,0,0
OG0011004,1,1,1,1,1
OG0011005,1,1,1,1,0
OG0011006,1,1,1,1,0
OG0011007,1,1,1,1,0
OG0011008,0,1,0,0,0
OG0011009,1,1,0,0,0
OG0011010,1,1,1,1,0
OG0011011,1,1,1,1,0
OG0011012,1,1,1,1,0
OG0011013,0,1,1,0,0
OG0011014,0,1,0,0,0
OG0011015,1,1,1,1,1
OG0011016,0,1,1,0,0
OG0011017,0,1,0,0,0
OG0011018,1,1,1,1,1
OG0011019,1,1,1,0,0
OG0011020,0,1,0,0,0
OG0011021,0,1,0,0,0
OG0011022,1,1,0,1,0
OG0011023,1,1,1,0,0
OG0011024,0,1,0,0,0
OG0011025,1,1,1,1,0
OG0011026,1,1,1,0,0
OG0011027,1,1,0,0,0
OG0011028,1,1,0,0,0
OG0011029,0,1,0,0,0
OG0011030,1,1,1,1,0
OG0011031,0,1,0,0,0
OG0011032,1,1,1,1,0
OG0011033,1,1,1,1,0
OG0011034,0,1,0,0,0
OG0011035,1,1,0,0,0
OG0011036,0,1,0,1,0
OG0011037,1,1,1,1,0
OG0011038,1,1,1,0,0
OG0011039,1,1,1,1,0
OG0011040,0,1,1,1,1
OG0011041,0,1,0,0,0
OG0011042,0,1,1,0,0
OG0011043,1,1,1,0,0
OG0011044,1,1,1,1,0
OG0011045,1,1,1,1,0
OG0011046,1,1,1,1,0
OG0011047,1,1,1,1,0
OG0011048,1,1,1,1,0
OG0011049,1,1,1,1,0
OG0011050,1,1,1,0,0
OG0011051,1,1,1,1,0
OG0011052,0,1,1,1,0
OG0011053,0,1,0,0,0
OG0011054,1,1,1,0,0
OG0011055,1,1,1,0,0
OG0011056,1,1,1,0,0
OG0011057,1,1,1,0,0
OG0011058,1,1,1,0,0
OG0011059,0,1,0,0,0
OG0011060,0,1,1,1,0
OG0011061,1,1,1,0,0
OG0011062,0,1,0,0,0
OG0011063,1,1,0,1,0
OG0011064,1,1,1,0,0
OG0011065,1,1,0,0,0
OG0011066,1,0,0,0,0
OG0011067,1,0,0,0,0
OG0011068,1,0,0,0,0
OG0011069,1,0,0,0,0
OG0011070,1,0,0,0,0
OG0011071,1,0,0,0,0
OG0011072,1,0,0,0,0
OG0011073,1,0,0,0,0
OG0011074,1,0,0,0,0
OG0011075,1,0,0,0,0
OG0011076,1,0,0,0,0
OG0011077,1,0,0,0,0
OG0011078,1,0,0,0,0
OG0011079,1,0,0,0,0
OG0011080,1,0,0,0,0
OG0011081,1,0,0,0,0
OG0011082,1,0,0,0,0
OG0011083,1,0,0,0,0
OG0011084,1,0,0,0,0
OG0011085,1,0,0,0,0
OG0011086,1,0,0,0,0
OG0011087,1,0,0,0,0
OG0011088,1,0,0,0,0
OG0011089,1,0,0,0,0
OG0011090,1,0,0,0,0
OG0011091,1,1,1,1,1
OG0011092,1,1,1,1,0
OG0011093,1,0,0,0,0
OG0011094,1,0,0,0,0
OG0011095,1,1,1,1,0
OG0011096,1,0,0,0,0
OG0011097,1,1,1,1,0
OG0011098,1,0,0,0,0
OG0011099,1,0,0,0,0
OG0011100,1,0,0,0,0
OG0011101,1,1,1,1,0
OG0011102,1,0,0,0,0
OG0011103,1,1,1,1,0
OG0011104,1,0,0,0,0
OG0011105,1,1,1,1,0
OG0011106,1,1,1,1,0
OG0011107,1,0,1,0,0
OG0011108,1,0,0,0,0
OG0011109,1,0,0,0,1
OG0011110,1,0,0,0,1
OG0011111,1,1,1,0,0
OG0011112,1,0,1,1,1
OG0011113,1,1,1,0,0
OG0011114,1,0,0,0,0
OG0011115,1,0,0,0,0
OG0011116,1,1,1,0,0
OG0011117,1,0,0,0,0
OG0011118,1,0,0,0,0
OG0011119,1,0,0,1,1
OG0011120,1,0,0,0,1
OG0011121,1,0,0,0,0
OG0011122,1,0,1,0,0
OG0011123,1,0,0,0,0
OG0011124,1,0,0,0,0
OG0011125,1,0,0,0,0
OG0011126,1,0,0,0,0
OG0011127,1,0,0,0,0
OG0011128,1,0,0,0,0
OG0011129,1,0,0,0,0
OG0011130,1,0,0,0,0
OG0011131,1,0,0,0,0
OG0011132,1,0,0,0,0
OG0011133,1,0,0,0,0
OG0011134,1,0,0,0,0
OG0011135,1,0,0,0,0
OG0011136,1,0,0,0,0
OG0011137,1,0,0,0,0
OG0011138,1,0,0,0,0
OG0011139,1,0,0,0,0
OG0011140,1,0,0,0,0
OG0011141,1,0,0,0,0
OG0011142,1,0,0,0,0
OG0011143,0,0,1,0,0
OG0011144,0,0,1,0,0
OG0011145,0,0,1,0,0
OG0011146,0,0,1,0,0
OG0011147,0,0,1,0,0
OG0011148,0,0,1,0,0
OG0011149,0,1,1,1,0
OG0011150,1,0,1,1,1
OG0011151,0,0,1,1,1
OG0011152,0,0,1,1,0
OG0011153,0,0,1,0,0
OG0011154,0,1,1,1,0
OG0011155,0,0,1,0,0
OG0011156,0,0,1,1,0
OG0011157,0,1,1,1,0
OG0011158,1,1,1,0,0
OG0011159,0,1,1,1,1
OG0011160,0,1,1,1,0
OG0011161,0,0,1,1,0
OG0011162,0,1,1,0,0
OG0011163,0,0,1,1,0
OG0011164,0,1,1,1,0
OG0011165,0,0,0,1,0
OG0011166,0,1,1,1,0
OG0011167,0,0,0,1,0
OG0011168,0,1,1,1,0
OG0011169,0,0,0,1,0
OG0011170,1,0,0,1,0
OG0011171,0,1,1,1,0
OG0011172,0,0,1,1,0
OG0011173,0,0,0,1,0
OG0011174,0,0,1,1,0
OG0011175,0,0,0,1,0
OG0011176,0,0,0,1,0
OG0011177,0,0,0,1,0
OG0011178,1,0,1,1,0
OG0011179,0,0,1,1,0
OG0011180,1,0,1,1,0
OG0011181,0,0,1,1,0
OG0011182,0,0,0,1,0
OG0011183,0,0,0,1,0
OG0011184,0,0,1,1,0
OG0011185,0,1,1,1,0
OG0011186,0,0,1,1,1
OG0011187,1,1,1,1,0
OG0011188,0,0,1,1,0
OG0011189,0,0,0,1,0
OG0011190,0,0,0,1,0
OG0011191,0,0,0,1,0
OG0011192,0,0,0,1,0
OG0011193,0,1,1,1,0
OG0011194,0,0,0,1,0
OG0011195,0,1,1,1,1
OG0011196,0,1,1,0,0
OG0011197,0,1,1,1,0
OG0011198,0,1,1,0,0
OG0011199,0,1,1,0,0
OG0011200,0,1,1,0,1
OG0011201,0,1,1,0,0
OG0011202,1,1,1,1,0
OG0011203,0,0,0,0,1
OG0011204,0,0,0,0,1
OG0011205,0,0,0,0,1
OG0011206,0,0,0,0,1
OG0011207,0,0,1,0,1
OG0011208,1,0,0,0,0
OG0011209,1,0,0,0,0
OG0011210,1,0,0,0,0
OG0011211,1,0,0,0,0
OG0011212,1,0,0,0,0
OG0011213,1,0,0,0,0
OG0011214,1,0,0,0,0
OG0011215,1,0,0,0,0
OG0011216,1,0,0,0,0
OG0011217,1,0,0,0,0
OG0011218,1,0,1,0,0
OG0011219,1,0,0,0,0
OG0011220,1,1,0,0,0
OG0011221,0,1,1,0,1
OG0011222,0,0,1,0,0
OG0011223,0,1,1,0,0
OG0011224,0,1,1,0,0
OG0011225,0,0,1,0,0
OG0011226,1,1,1,0,0
OG0011227,0,0,1,0,0
OG0011228,1,0,0,0,0
OG0011229,1,0,0,0,0
OG0011230,1,0,0,0,0
OG0011231,1,0,0,0,0
OG0011232,1,0,0,0,0
OG0011233,1,0,0,0,0
OG0011234,1,0,0,0,0
OG0011235,1,0,0,0,0
OG0011236,1,0,0,0,0
OG0011237,1,0,0,0,0
OG0011238,1,0,0,0,0
OG0011239,1,0,0,0,0
